grower_id,state,district,tehsil,language,device_type,grower_age,gender,grower_crop_calendar,product_scan,product_name,product_scan_datetime,grower_farm_size,offline_campaign_attended,campaign_attendance_date,crop,sowing_start,harvest_start,tillering_date,flowering_date,relevant_product,territory_id,rep_id,wa_messages_sent,wa_open_count,wa_click_count,wa_delivered_count,wa_last_sent_date,wa_first_sent_date,wa_ever_opened,wa_ever_clicked,wa_open_rate,wa_click_rate,rep_total_visits,rep_retailer_meetings,rep_grower_meetings,rep_campaigns_conducted,rep_last_visit_date,avg_stock_qty,min_stock_qty,retailers_with_stock,total_retailers,out_of_stock_count,pct_retailers_stocked,stock_status
GRW_00835,Uttar Pradesh,Varanasi,Varanasi_T065,Hindi,smartphone,47,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,2.67,0,,mustard,2025-10-15,2026-02-15,,2026-01-20,Score 250 EC,TER_0201,REP_0201,1.0,0.0,0.0,1.0,2025-11-18,2025-11-18,0.0,0.0,0.0,0.0,47,24,9,14,2026-02-22,53.666666666666664,31.0,3.0,3.0,0.0,1.0,healthy
GRW_00836,Madhya Pradesh,Ratlam,Ratlam_T004,Hindi,unknown,47,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.32,1,2025-10-25,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0007,REP_0007,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,76,39,13,24,2026-03-28,10.0,10.0,1.0,1.0,0.0,1.0,healthy
GRW_00837,Karnataka,Vijayapura,Vijayapura_T007,Kannada,keypad,56,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,3.83,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0029,REP_0029,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,20,10,4,6,2026-03-10,74.0,74.0,1.0,1.0,0.0,1.0,healthy
GRW_00838,Punjab,Patiala,Patiala_T011,Punjabi,keypad,49,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.99,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0058,REP_0058,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,59,25,17,17,2026-02-06,17.0,9.0,2.0,2.0,0.0,1.0,healthy
GRW_00839,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T058,Hindi,smartphone,43,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Tilt 250 EC,2026-03-10 10:34:48,0.48,1,2026-02-28,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0141,REP_0141,1.0,1.0,1.0,1.0,2025-11-18,2025-11-18,1.0,1.0,1.0,1.0,61,23,16,22,2026-03-28,0.0,,,,0.0,0.0,out_of_stock
GRW_00840,West Bengal,Nadia,Nadia_T101,Bengali,smartphone,24,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",0,,,1.14,1,2026-01-24,potato,2025-10-15,2026-01-20,,,Kavach 75 WP,TER_0389,REP_0389,1.0,0.0,0.0,0.0,2025-11-27,2025-11-27,0.0,0.0,0.0,0.0,73,32,17,24,2026-03-13,39.0,39.0,1.0,1.0,0.0,1.0,healthy
GRW_00841,Maharashtra,Akola,Akola_T060,Marathi,keypad,62,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.64,1,2026-01-02,chickpea,2025-10-20,2026-03-01,,,Actara 25 WG,TER_0180,REP_0180,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,53,21,10,22,2026-01-17,73.28571428571429,2.0,7.0,7.0,0.0,1.0,healthy
GRW_00842,Madhya Pradesh,Ujjain,Ujjain_T142,Hindi,smartphone,74,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Topik 15 WP,2025-12-25 07:41:11,7.28,1,2025-12-18,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0450,REP_0450,1.0,0.0,0.0,1.0,2025-10-23,2025-10-23,0.0,0.0,0.0,0.0,60,25,11,24,2026-03-08,119.75,46.0,4.0,4.0,0.0,1.0,healthy
GRW_00843,Haryana,Rohtak,Rohtak_T066,Hindi,unknown,27,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,5.49,1,2026-01-26,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0231,REP_0231,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,78,33,20,25,2026-03-29,12.0,0.0,2.0,3.0,1.0,0.6666666666666666,watch
GRW_00844,Punjab,Patiala,Patiala_T082,Punjabi,smartphone,27,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Amistar 250 SC,2025-10-26 15:04:53,0.46,1,2025-10-16,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0322,REP_0322,1.0,0.0,0.0,1.0,2025-10-09,2025-10-09,0.0,0.0,0.0,0.0,53,14,16,23,2026-03-07,34.5,20.0,2.0,2.0,0.0,1.0,healthy
GRW_00845,Madhya Pradesh,Ujjain,Ujjain_T073,Hindi,smartphone,37,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Kavach 75 WP,2026-01-26 10:48:57,1.16,1,2026-01-17,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0219,REP_0219,1.0,1.0,0.0,1.0,2025-11-26,2025-11-26,1.0,0.0,1.0,0.0,76,28,20,28,2026-03-29,15.0,13.0,2.0,2.0,0.0,1.0,healthy
GRW_00846,West Bengal,Nadia,Nadia_T004,Bengali,smartphone,54,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,3.06,1,2025-10-16,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0026,REP_0026,1.0,0.0,0.0,1.0,2025-10-16,2025-10-16,0.0,0.0,0.0,0.0,121,50,36,35,2026-03-29,25.5,5.0,2.0,2.0,0.0,1.0,healthy
GRW_00847,Rajasthan,Bikaner,Bikaner_T091,Hindi,smartphone,30,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,1.64,1,2026-03-23,barley,2025-11-01,2026-03-10,,,Tilt 250 EC,TER_0305,REP_0305,1.0,0.0,0.0,1.0,2025-12-21,2025-12-21,0.0,0.0,0.0,0.0,89,41,20,28,2026-03-29,67.33333333333333,14.0,3.0,3.0,0.0,1.0,healthy
GRW_00848,Haryana,Hisar,Hisar_T070,Hindi,smartphone,61,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,0.97,0,,chickpea,2025-10-20,2026-03-01,,,Actara 25 WG,TER_0233,REP_0233,1.0,1.0,0.0,1.0,2025-12-29,2025-12-29,1.0,0.0,1.0,0.0,45,15,12,18,2026-02-20,55.666666666666664,2.0,6.0,6.0,0.0,1.0,healthy
GRW_00849,Gujarat,Mehsana,Mehsana_T097,Gujarati,unknown,22,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,2.03,1,2026-01-15,chickpea,2025-10-20,2026-03-01,,,Actara 25 WG,TER_0361,REP_0361,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,79,36,14,29,2026-03-22,70.0,33.0,4.0,4.0,0.0,1.0,healthy
GRW_00850,Uttar Pradesh,Meerut,Meerut_T044,Hindi,smartphone,46,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",0,,,3.41,1,2025-11-11,potato,2025-10-15,2026-01-20,,,Kavach 75 WP,TER_0162,REP_0162,1.0,0.0,0.0,1.0,2025-10-06,2025-10-06,0.0,0.0,0.0,0.0,79,37,23,19,2026-03-28,61.0,34.0,3.0,3.0,0.0,1.0,healthy
GRW_00851,Maharashtra,Amravati,Amravati_T005,Marathi,smartphone,55,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""safflower"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-25""}, ""stages"": []}",0,,,2.24,1,2026-03-03,safflower,2025-10-15,2026-02-20,,,Score 250 EC,TER_0017,REP_0017,1.0,1.0,0.0,1.0,2025-12-31,2025-12-31,1.0,0.0,1.0,0.0,65,21,17,27,2026-03-07,54.0,31.0,2.0,2.0,0.0,1.0,healthy
GRW_00852,Uttar Pradesh,Agra,Agra_T049,Hindi,smartphone,23,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Kavach 75 WP,2026-01-21 15:37:11,0.97,1,2026-01-11,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0145,REP_0145,1.0,0.0,0.0,1.0,2025-11-11,2025-11-11,0.0,0.0,0.0,0.0,101,41,21,39,2026-03-28,50.0,50.0,1.0,1.0,0.0,1.0,healthy
GRW_00853,Rajasthan,Sikar,Sikar_T049,Hindi,unknown,29,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.25,1,2026-02-12,chickpea,2025-10-20,2026-03-01,,,Actara 25 WG,TER_0142,REP_0142,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,60,21,14,25,2026-03-25,68.0,68.0,1.0,1.0,0.0,1.0,healthy
GRW_00854,Madhya Pradesh,Sehore,Sehore_T033,Hindi,keypad,47,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""lentil"", ""sowing"": {""start"": ""2025-10-25"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-15"", ""end"": ""2026-04-20""}, ""stages"": []}",0,,,1.11,1,2026-02-17,lentil,2025-10-25,2026-03-15,,,Tilt 250 EC,TER_0110,REP_0110,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,34,10,10,14,2026-02-22,228.0,228.0,1.0,1.0,0.0,1.0,healthy
GRW_00855,Uttar Pradesh,Agra,Agra_T051,Hindi,smartphone,65,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.61,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0178,REP_0178,1.0,0.0,0.0,1.0,2026-02-26,2026-02-26,0.0,0.0,0.0,0.0,57,20,19,18,2026-02-27,132.5,98.0,2.0,2.0,0.0,1.0,healthy
GRW_00856,Madhya Pradesh,Indore,Indore_T118,Hindi,smartphone,74,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.75,1,2025-12-15,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0386,REP_0386,1.0,0.0,0.0,1.0,2025-12-13,2025-12-13,0.0,0.0,0.0,0.0,53,15,17,21,2026-03-22,39.4,13.0,5.0,5.0,0.0,1.0,healthy
GRW_00857,West Bengal,Bardhaman,Bardhaman_T017,Bengali,smartphone,59,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""lentil"", ""sowing"": {""start"": ""2025-10-25"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-15"", ""end"": ""2026-04-20""}, ""stages"": []}",0,,,3.62,1,2025-10-30,lentil,2025-10-25,2026-03-15,,,Tilt 250 EC,TER_0080,REP_0080,1.0,0.0,0.0,1.0,2025-10-14,2025-10-14,0.0,0.0,0.0,0.0,86,32,18,36,2026-03-22,0.0,,,,0.0,0.0,out_of_stock
GRW_00858,Punjab,Patiala,Patiala_T140,Punjabi,unknown,60,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.9,1,2025-10-16,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0487,REP_0487,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,38,21,10,7,2026-03-04,63.333333333333336,31.0,3.0,3.0,0.0,1.0,healthy
GRW_00859,Madhya Pradesh,Ratlam,Ratlam_T069,Hindi,unknown,23,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.66,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0205,REP_0205,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,98,42,24,32,2026-03-29,30.5,20.0,2.0,2.0,0.0,1.0,healthy
GRW_00860,Haryana,Sirsa,Sirsa_T137,Hindi,smartphone,67,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,0.95,1,2025-11-24,mustard,2025-10-15,2026-02-15,,2026-01-20,Score 250 EC,TER_0445,REP_0445,1.0,0.0,0.0,1.0,2025-11-18,2025-11-18,0.0,0.0,0.0,0.0,77,30,18,29,2026-03-28,66.5,15.0,2.0,2.0,0.0,1.0,healthy
GRW_00861,Gujarat,Mehsana,Mehsana_T045,Gujarati,smartphone,37,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.94,1,2025-11-19,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0163,REP_0163,1.0,1.0,0.0,1.0,2025-10-14,2025-10-14,1.0,0.0,1.0,0.0,77,33,26,18,2026-03-27,73.66666666666667,31.0,3.0,3.0,0.0,1.0,healthy
GRW_00862,Punjab,Patiala,Patiala_T134,Punjabi,smartphone,51,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,1.93,0,,mustard,2025-10-15,2026-02-15,,2026-01-20,Score 250 EC,TER_0487,REP_0487,1.0,0.0,0.0,1.0,2026-03-29,2026-03-29,0.0,0.0,0.0,0.0,38,21,10,7,2026-03-04,59.333333333333336,17.0,3.0,3.0,0.0,1.0,healthy
GRW_00863,Rajasthan,Bharatpur,Bharatpur_T010,Hindi,smartphone,72,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.35,1,2025-10-27,chickpea,2025-10-20,2026-03-01,,,Actara 25 WG,TER_0037,REP_0037,1.0,0.0,0.0,1.0,2025-10-14,2025-10-14,0.0,0.0,0.0,0.0,56,16,17,23,2026-03-22,58.333333333333336,7.0,3.0,3.0,0.0,1.0,healthy
GRW_00864,Haryana,Rohtak,Rohtak_T032,Hindi,smartphone,52,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,3.69,0,,chickpea,2025-10-20,2026-03-01,,,Actara 25 WG,TER_0132,REP_0132,1.0,0.0,0.0,1.0,2026-03-23,2026-03-23,0.0,0.0,0.0,0.0,63,32,20,11,2026-03-28,97.0,97.0,1.0,1.0,0.0,1.0,healthy
GRW_00865,Punjab,Amritsar,Amritsar_T005,Punjabi,unknown,62,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,2.1,0,,chickpea,2025-10-20,2026-03-01,,,Actara 25 WG,TER_0032,REP_0032,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,94,43,23,28,2026-03-29,6.0,6.0,1.0,1.0,0.0,1.0,healthy
GRW_00866,Punjab,Ludhiana,Ludhiana_T056,Punjabi,smartphone,32,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.41,1,2026-01-19,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0216,REP_0216,1.0,1.0,0.0,1.0,2026-01-01,2026-01-01,1.0,0.0,1.0,0.0,61,17,20,24,2026-03-01,62.0,30.0,3.0,3.0,0.0,1.0,healthy
GRW_00867,Uttar Pradesh,Varanasi,Varanasi_T109,Hindi,smartphone,51,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.61,1,2026-03-04,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0333,REP_0333,1.0,1.0,0.0,1.0,2025-12-08,2025-12-08,1.0,0.0,1.0,0.0,44,13,14,17,2026-03-08,33.5,26.0,2.0,2.0,0.0,1.0,healthy
GRW_00868,Maharashtra,Amravati,Amravati_T075,Marathi,smartphone,58,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Topik 15 WP,2025-12-24 12:30:35,1.13,1,2025-12-22,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0248,REP_0248,1.0,0.0,0.0,1.0,2025-10-17,2025-10-17,0.0,0.0,0.0,0.0,44,19,10,15,2026-03-29,46.0,23.0,3.0,3.0,0.0,1.0,healthy
GRW_00869,Karnataka,Kalaburagi,Kalaburagi_T004,Kannada,keypad,58,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,2.07,1,2026-01-24,chickpea,2025-10-20,2026-03-01,,,Actara 25 WG,TER_0019,REP_0019,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,53,21,16,16,2026-03-04,31.666666666666668,16.0,3.0,3.0,0.0,1.0,healthy
GRW_00870,Rajasthan,Bikaner,Bikaner_T064,Hindi,smartphone,46,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,3.75,1,2025-12-10,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0239,REP_0239,1.0,0.0,0.0,1.0,2025-11-01,2025-11-01,0.0,0.0,0.0,0.0,40,11,8,21,2026-02-28,26.0,26.0,1.0,1.0,0.0,1.0,healthy
GRW_00871,Maharashtra,Akola,Akola_T043,Marathi,smartphone,52,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""safflower"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-25""}, ""stages"": []}",1,Amistar 250 SC,2025-11-25 10:46:14,1.24,0,,safflower,2025-10-15,2026-02-20,,,Score 250 EC,TER_0114,REP_0114,1.0,0.0,0.0,1.0,2025-11-02,2025-11-02,0.0,0.0,0.0,0.0,40,15,14,11,2026-03-14,66.0,54.0,2.0,2.0,0.0,1.0,healthy
GRW_00872,Madhya Pradesh,Ujjain,Ujjain_T023,Hindi,smartphone,53,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Vibrance Integral,2025-11-19 18:25:19,2.8,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0087,REP_0087,1.0,1.0,0.0,1.0,2025-11-11,2025-11-11,1.0,0.0,1.0,0.0,49,23,16,10,2026-03-29,64.0,64.0,1.0,1.0,0.0,1.0,healthy
