grower_id,state,district,tehsil,language,device_type,grower_age,gender,grower_crop_calendar,product_scan,product_name,product_scan_datetime,grower_farm_size,offline_campaign_attended,campaign_attendance_date,crop,sowing_start,harvest_start,tillering_date,flowering_date
GRW_01336,Bihar,Muzaffarpur,Muzaffarpur_T096,Hindi,smartphone,69,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Axial 50 EC,2025-11-10 08:47:41,1.99,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01337,Gujarat,Mehsana,Mehsana_T002,Gujarati,smartphone,62,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.64,1,2025-11-07,chickpea,2025-10-20,2026-03-01,,
GRW_01338,Madhya Pradesh,Sehore,Sehore_T021,Hindi,smartphone,64,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,3.13,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01339,Haryana,Karnal,Karnal_T014,Hindi,unknown,24,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.64,0,,chickpea,2025-10-20,2026-03-01,,
GRW_01340,Uttar Pradesh,Varanasi,Varanasi_T128,Hindi,smartphone,58,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,0.72,0,,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_01341,Haryana,Karnal,Karnal_T054,Hindi,smartphone,55,male,,0,,,0.64,1,2025-11-04,unknown,,,,
GRW_01342,Punjab,Patiala,Patiala_T104,Punjabi,smartphone,30,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.57,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01343,Rajasthan,Bharatpur,Bharatpur_T145,Hindi,smartphone,74,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",1,Tilt 250 EC,2026-03-20 07:30:09,0.65,1,2026-03-10,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_01344,West Bengal,Nadia,Nadia_T093,Bengali,keypad,63,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,1,2026-01-06,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01345,Madhya Pradesh,Ratlam,Ratlam_T140,Hindi,keypad,71,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,0.8,0,,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_01346,Punjab,Bathinda,Bathinda_T171,Punjabi,smartphone,41,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.46,1,2025-10-31,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01347,Bihar,Patna,Patna_T030,Hindi,smartphone,29,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""maize"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-30""}, ""stages"": []}",0,,,1.09,1,2026-03-02,maize,2025-10-20,2026-02-20,,
GRW_01348,Maharashtra,Amravati,Amravati_T021,Marathi,keypad,27,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01349,Maharashtra,Jalgaon,Jalgaon_T128,Marathi,unknown,43,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,0.97,0,,chickpea,2025-10-20,2026-03-01,,
GRW_01350,Haryana,Sirsa,Sirsa_T139,Hindi,smartphone,23,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Topik 15 WP,2026-03-18 08:39:24,1.64,1,2026-03-16,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01351,Karnataka,Vijayapura,Vijayapura_T134,Kannada,smartphone,41,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Actara 25 WG,2026-02-01 10:14:45,5.39,1,2026-01-28,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01352,Punjab,Bathinda,Bathinda_T059,Punjabi,smartphone,38,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",1,Cruiser 350 FS,2026-01-10 12:10:36,1.32,0,,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_01353,Punjab,Bathinda,Bathinda_T019,Punjabi,smartphone,73,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",1,Vertimec 1.8 EC,2025-12-21 19:51:57,1.53,0,,potato,2025-10-15,2026-01-20,,
GRW_01354,Uttar Pradesh,Meerut,Meerut_T014,Hindi,smartphone,39,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.5,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01355,West Bengal,Bardhaman,Bardhaman_T008,Bengali,smartphone,50,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",0,,,1.81,1,2026-02-17,potato,2025-10-15,2026-01-20,,
GRW_01356,Uttar Pradesh,Varanasi,Varanasi_T097,Hindi,smartphone,48,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,1.64,0,,barley,2025-11-01,2026-03-10,,
GRW_01357,Punjab,Patiala,Patiala_T029,Punjabi,smartphone,41,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Actara 25 WG,2026-02-18 09:55:25,2.99,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01358,Rajasthan,Bharatpur,Bharatpur_T072,Hindi,keypad,65,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.68,1,2025-12-16,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01359,Haryana,Sirsa,Sirsa_T067,Hindi,smartphone,74,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,6.54,1,2026-03-03,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01360,Rajasthan,Sikar,Sikar_T149,Hindi,smartphone,26,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,3.36,1,2025-12-20,barley,2025-11-01,2026-03-10,,
GRW_01361,Madhya Pradesh,Indore,Indore_T125,Hindi,smartphone,59,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",1,Cruiser 350 FS,2025-11-03 17:35:00,1.39,1,2025-10-31,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_01362,Uttar Pradesh,Varanasi,Varanasi_T012,Hindi,smartphone,69,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Axial 50 EC,2026-02-15 12:41:48,1.6,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01363,Punjab,Amritsar,Amritsar_T085,Punjabi,smartphone,67,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,1.64,0,,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_01364,Bihar,Patna,Patna_T131,Hindi,keypad,74,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.67,1,2025-11-13,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01365,Gujarat,Mehsana,Mehsana_T133,Gujarati,smartphone,50,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.64,1,2026-02-13,chickpea,2025-10-20,2026-03-01,,
GRW_01366,Maharashtra,Akola,Akola_T123,Marathi,smartphone,35,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.15,1,2025-11-02,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01367,Maharashtra,Akola,Akola_T145,Marathi,smartphone,35,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.36,1,2025-12-30,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01368,Punjab,Bathinda,Bathinda_T162,Punjabi,smartphone,22,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,4.34,0,,chickpea,2025-10-20,2026-03-01,,
GRW_01369,Karnataka,Kalaburagi,Kalaburagi_T120,Kannada,smartphone,56,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Amistar 250 SC,2025-11-17 07:41:39,1.64,1,2025-11-06,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01370,Punjab,Bathinda,Bathinda_T016,Punjabi,smartphone,38,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.68,1,2025-12-02,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01371,Madhya Pradesh,Ratlam,Ratlam_T142,Hindi,keypad,58,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""lentil"", ""sowing"": {""start"": ""2025-10-25"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-15"", ""end"": ""2026-04-20""}, ""stages"": []}",0,,,2.47,0,,lentil,2025-10-25,2026-03-15,,
GRW_01372,Gujarat,Rajkot,Rajkot_T063,Gujarati,smartphone,54,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""cumin"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-02-25"", ""end"": ""2026-03-25""}, ""stages"": []}",1,Amistar 250 SC,2026-01-30 08:08:12,1.64,0,,cumin,2025-11-01,2026-02-25,,
GRW_01373,Madhya Pradesh,Ujjain,Ujjain_T155,Hindi,smartphone,50,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""lentil"", ""sowing"": {""start"": ""2025-10-25"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-15"", ""end"": ""2026-04-20""}, ""stages"": []}",1,Axial 50 EC,2026-02-27 14:50:54,2.95,0,,lentil,2025-10-25,2026-03-15,,
GRW_01374,Haryana,Sirsa,Sirsa_T137,Hindi,smartphone,25,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",1,Alto 5 SC,2025-10-04 14:46:01,3.58,1,2025-10-04,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_01375,Punjab,Amritsar,Amritsar_T040,Punjabi,keypad,46,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.6,1,2025-10-30,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01376,Punjab,Ludhiana,Ludhiana_T039,Punjabi,smartphone,32,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.69,1,2025-11-28,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01377,Maharashtra,Akola,Akola_T074,Marathi,smartphone,52,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""safflower"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-25""}, ""stages"": []}",0,,,2.42,1,2025-10-05,safflower,2025-10-15,2026-02-20,,
GRW_01378,Haryana,Karnal,Karnal_T001,Hindi,keypad,49,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.22,1,2026-01-09,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01379,Maharashtra,Amravati,Amravati_T067,Marathi,keypad,57,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.99,1,2026-02-18,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01380,Uttar Pradesh,Varanasi,Varanasi_T063,Hindi,smartphone,63,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,4.75,1,2025-12-29,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01381,West Bengal,Bardhaman,Bardhaman_T042,Bengali,smartphone,56,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",0,,,1.32,0,,potato,2025-10-15,2026-01-20,,
GRW_01382,Bihar,Patna,Patna_T059,Hindi,smartphone,57,male,,0,,,1.64,1,2026-03-20,unknown,,,,
GRW_01383,Karnataka,Vijayapura,Vijayapura_T052,Kannada,smartphone,56,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",1,Cruiser 350 FS,2025-11-08 17:22:54,1.84,1,2025-10-29,chickpea,2025-10-20,2026-03-01,,
GRW_01384,Madhya Pradesh,Indore,Indore_T071,Hindi,smartphone,61,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",1,Score 250 EC,2025-12-29 12:06:53,0.89,1,2025-12-18,chickpea,2025-10-20,2026-03-01,,
GRW_01385,Punjab,Bathinda,Bathinda_T071,Punjabi,smartphone,26,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",0,,,1.64,1,2026-02-03,potato,2025-10-15,2026-01-20,,
GRW_01386,Uttar Pradesh,Lucknow,Lucknow_T014,Hindi,smartphone,32,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,0.77,1,2026-01-10,barley,2025-11-01,2026-03-10,,
GRW_01387,Rajasthan,Sikar,Sikar_T142,Hindi,smartphone,37,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,0.58,1,2026-02-01,chickpea,2025-10-20,2026-03-01,,
GRW_01388,Uttar Pradesh,Meerut,Meerut_T031,Hindi,smartphone,39,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,1.64,0,,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_01389,Rajasthan,Jaipur,Jaipur_T060,Hindi,smartphone,39,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.34,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01390,Punjab,Bathinda,Bathinda_T097,Punjabi,keypad,71,male,,0,,,2.75,1,2025-10-25,unknown,,,,
GRW_01391,Punjab,Patiala,Patiala_T102,Punjabi,unknown,22,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,1.73,1,2026-01-04,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_01392,Bihar,Patna,Patna_T083,Hindi,unknown,72,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,0.91,1,2026-03-13,chickpea,2025-10-20,2026-03-01,,
GRW_01393,Haryana,Rohtak,Rohtak_T047,Hindi,smartphone,61,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.39,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_01394,Haryana,Karnal,Karnal_T038,Hindi,smartphone,41,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,2.05,1,2025-12-05,barley,2025-11-01,2026-03-10,,
