grower_id,state,district,tehsil,territory_id,rep_id,crop,relevant_product,language,device_type,current_crop_stage,stock_status,reference_date,gender,age_bucket,farm_size_bucket,days_to_tillering,days_to_flowering,days_to_harvest,days_since_sowing,in_critical_window,wa_open_rate,wa_click_rate,wa_messages_sent,engagement_score,has_any_engagement,days_since_last_message,product_scan_flag,offline_attended_flag,device_score,grower_farm_size,grower_age,can_receive_whatsapp,can_receive_sms,needs_ivr_or_rep,stock_urgency_score,stock_available,pct_retailers_stocked,rep_coverage_score,rep_campaign_ratio,lang_Bengali,lang_Gujarati,lang_Hindi,lang_Kannada,lang_Marathi,lang_Punjabi,farm_size_bucket,farm_small,farm_medium,farm_large,farm_very_large,wa_ever_opened,wa_ever_clicked
GRW_01908,Haryana,Hisar,Hisar_T002,TER_0002,REP_0002,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,out_of_stock,2025-12-13,female,young,medium,33.0,69.0,97.0,42.0,0,0.0,0.0,1.0,0.0,1,109.0,0,1,2,2.29,23,1,1,0,0.0,0,0.0,0.6153846153846154,0.3125,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_01909,Haryana,Karnal,Karnal_T036,TER_0126,REP_0126,barley,Tilt 250 EC,Hindi,smartphone,unknown,out_of_stock,2025-10-11,male,young,small,0.0,0.0,150.0,-21.0,0,0.0,0.0,1.0,0.0,1,172.0,0,1,2,1.87,32,1,1,0,0.0,0,0.0,0.4076923076923077,0.5094339622641509,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01910,Madhya Pradesh,Sehore,Sehore_T104,TER_0374,REP_0374,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,healthy,2025-10-25,female,senior,medium,82.0,118.0,146.0,-7.0,0,0.0,0.0,1.0,0.0,1,158.0,1,0,2,4.21,62,1,1,0,1.0,1,1.0,0.038461538461538464,0.2,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_01911,West Bengal,Bardhaman,Bardhaman_T119,TER_0377,REP_0377,wheat,Tilt 250 EC,Bengali,smartphone,early_vegetative,healthy,2025-10-28,female,young,small,79.0,115.0,143.0,-4.0,0,0.0,0.0,1.0,0.0,1,155.0,1,0,2,0.72,27,1,1,0,1.0,1,1.0,0.2923076923076923,0.3684210526315789,True,False,False,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01912,Haryana,Karnal,Karnal_T063,TER_0192,REP_0192,chickpea,Actara 25 WG,Hindi,keypad,unknown,out_of_stock,2026-03-01,male,young,small,0.0,0.0,0.0,132.0,0,0.0,0.0,0.0,0.0,0,999.0,0,0,1,1.13,30,0,1,1,0.0,0,0.0,0.3769230769230769,0.3469387755102041,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01913,Madhya Pradesh,Ratlam,Ratlam_T150,TER_0469,REP_0469,chickpea,Actara 25 WG,Hindi,smartphone,unknown,healthy,2025-12-03,male,young,small,0.0,0.0,88.0,44.0,0,0.0,0.0,1.0,0.0,1,119.0,0,1,2,1.61,24,1,1,0,1.0,1,1.0,0.6461538461538462,0.34523809523809523,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01914,Madhya Pradesh,Ujjain,Ujjain_T008,TER_0021,REP_0021,mustard,Score 250 EC,Hindi,keypad,unknown,healthy,2026-03-01,female,senior,medium,0.0,-40.0,-14.0,137.0,0,0.0,0.0,0.0,0.0,0,999.0,0,0,1,2.07,62,0,1,1,1.0,1,1.0,0.5615384615384615,0.1780821917808219,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_01915,Rajasthan,Sikar,Sikar_T040,TER_0142,REP_0142,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,out_of_stock,2025-11-19,male,senior,small,57.0,93.0,121.0,18.0,0,0.0,0.0,1.0,0.0,1,133.0,1,1,2,1.64,57,1,1,0,0.0,0,0.0,0.46153846153846156,0.4166666666666667,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01916,Punjab,Patiala,Patiala_T001,TER_0025,REP_0025,wheat,Tilt 250 EC,Punjabi,smartphone,flowering_approaching,healthy,2026-01-24,female,mid,small,-9.0,27.0,55.0,84.0,0,1.0,0.0,1.0,0.4,1,67.0,0,0,2,1.14,40,1,1,0,1.0,1,1.0,0.5076923076923077,0.30303030303030304,False,False,False,False,False,True,small,True,False,False,False,1.0,0.0
GRW_01917,Rajasthan,Bikaner,Bikaner_T131,TER_0404,REP_0404,chickpea,Actara 25 WG,Hindi,smartphone,unknown,watch,2025-10-14,male,senior,small,0.0,0.0,138.0,-6.0,0,0.0,0.0,1.0,0.0,1,169.0,1,0,2,0.99,52,1,1,0,0.6,1,0.6666666666666666,0.33076923076923076,0.32558139534883723,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01918,Punjab,Ludhiana,Ludhiana_T144,TER_0480,REP_0480,wheat,Tilt 250 EC,Punjabi,smartphone,post_flowering,watch,2026-03-17,male,elder,small,-61.0,-25.0,3.0,136.0,0,1.0,0.0,1.0,0.4,1,15.0,0,0,2,0.7,68,1,1,0,0.6,1,0.6666666666666666,0.5461538461538461,0.36619718309859156,False,False,False,False,False,True,small,True,False,False,False,1.0,0.0
GRW_01919,Maharashtra,Jalgaon,Jalgaon_T043,TER_0137,REP_0137,safflower,Score 250 EC,Marathi,smartphone,unknown,healthy,2026-01-31,male,mid,small,0.0,0.0,20.0,108.0,0,0.0,0.0,1.0,0.0,0,60.0,0,0,2,1.36,42,1,1,0,1.0,1,1.0,0.3923076923076923,0.2549019607843137,False,False,False,False,True,False,small,True,False,False,False,0.0,0.0
GRW_01920,Haryana,Karnal,Karnal_T088,TER_0291,REP_0291,barley,Tilt 250 EC,Hindi,smartphone,unknown,watch,2025-10-16,female,senior,small,0.0,0.0,145.0,-16.0,0,1.0,0.0,1.0,0.4,1,167.0,1,1,2,1.04,53,1,1,0,0.6,1,0.6666666666666666,0.6615384615384615,0.3023255813953488,False,False,True,False,False,False,small,True,False,False,False,1.0,0.0
GRW_01921,Bihar,Muzaffarpur,Muzaffarpur_T142,TER_0457,REP_0457,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,out_of_stock,2025-11-08,male,mid,small,68.0,104.0,132.0,7.0,0,0.0,0.0,1.0,0.0,1,144.0,0,1,2,1.68,37,1,1,0,0.0,0,0.0,0.27692307692307694,0.3611111111111111,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01922,Bihar,Patna,Patna_T075,TER_0199,REP_0199,unknown,Tilt 250 EC,Hindi,smartphone,unknown,healthy,2025-12-01,male,young,small,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1,121.0,0,1,2,1.64,29,1,1,0,1.0,1,1.0,0.36923076923076925,0.3125,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01923,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T048,TER_0108,REP_0108,wheat,Tilt 250 EC,Hindi,smartphone,flowering_approaching,healthy,2026-02-14,male,young,small,-30.0,6.0,34.0,105.0,1,1.0,0.0,1.0,0.4,1,46.0,0,0,2,1.43,34,1,1,0,1.0,1,0.75,0.5153846153846153,0.3283582089552239,False,False,True,False,False,False,small,True,False,False,False,1.0,0.0
GRW_01924,Haryana,Rohtak,Rohtak_T076,TER_0231,REP_0231,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,watch,2025-12-21,female,young,small,25.0,61.0,89.0,50.0,0,0.0,0.0,1.0,0.0,0,101.0,0,0,2,1.64,33,1,1,0,0.6,1,0.6666666666666666,0.6,0.32051282051282054,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01925,Punjab,Bathinda,Bathinda_T003,TER_0022,REP_0022,mustard,Score 250 EC,Punjabi,unknown,unknown,healthy,2026-03-01,male,senior,small,0.0,-40.0,-14.0,137.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,0,1.05,64,0,0,1,1.0,1,1.0,0.38461538461538464,0.4,False,False,False,False,False,True,small,True,False,False,False,0.0,0.0
GRW_01926,West Bengal,Bardhaman,Bardhaman_T126,TER_0410,REP_0410,lentil,Tilt 250 EC,Bengali,smartphone,unknown,healthy,2025-11-02,male,mid,small,0.0,0.0,133.0,8.0,0,0.0,0.0,1.0,0.0,1,150.0,1,1,2,0.95,40,1,1,0,1.0,1,1.0,0.33076923076923076,0.5348837209302325,True,False,False,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01927,Rajasthan,Bharatpur,Bharatpur_T164,TER_0466,REP_0466,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,healthy,2025-10-25,male,mid,small,82.0,118.0,146.0,-7.0,0,0.0,0.0,1.0,0.0,1,158.0,0,1,2,1.93,46,1,1,0,1.0,1,1.0,0.5923076923076923,0.36363636363636365,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01928,Madhya Pradesh,Sehore,Sehore_T058,TER_0176,REP_0176,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,healthy,2025-10-26,male,senior,small,81.0,117.0,145.0,-6.0,0,0.0,0.0,1.0,0.0,1,157.0,1,0,2,1.38,65,1,1,0,1.0,1,1.0,0.36153846153846153,0.46808510638297873,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01929,Uttar Pradesh,Meerut,Meerut_T016,TER_0063,REP_0063,unknown,Tilt 250 EC,Hindi,keypad,unknown,healthy,2026-03-01,female,young,medium,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,999.0,0,0,1,2.3,28,0,1,1,1.0,1,1.0,0.46923076923076923,0.3114754098360656,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_01930,Bihar,Muzaffarpur,Muzaffarpur_T126,TER_0424,REP_0424,wheat,Tilt 250 EC,Hindi,smartphone,tillering_soon,healthy,2025-12-29,female,mid,small,17.0,53.0,81.0,58.0,0,0.0,0.0,1.0,0.0,1,93.0,0,1,2,1.53,48,1,1,0,1.0,1,0.75,0.7153846153846154,0.3763440860215054,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01931,Madhya Pradesh,Ratlam,Ratlam_T056,TER_0205,REP_0205,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,healthy,2025-11-09,male,young,medium,67.0,103.0,131.0,8.0,0,0.0,0.0,1.0,0.0,1,143.0,0,1,2,3.68,34,1,1,0,1.0,1,1.0,0.7538461538461538,0.32653061224489793,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_01932,Uttar Pradesh,Varanasi,Varanasi_T012,TER_0036,REP_0036,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,healthy,2025-11-09,male,young,medium,67.0,103.0,131.0,8.0,0,0.0,0.0,1.0,0.0,1,143.0,1,0,2,3.69,25,1,1,0,1.0,1,1.0,0.2153846153846154,0.10714285714285714,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_01933,Gujarat,Rajkot,Rajkot_T050,TER_0222,REP_0222,wheat,Tilt 250 EC,Gujarati,smartphone,post_flowering,watch,2026-02-27,male,mid,small,-43.0,-7.0,21.0,118.0,0,1.0,0.0,1.0,0.4,1,33.0,1,0,2,1.26,50,1,1,0,0.6,1,0.6666666666666666,0.45384615384615384,0.3050847457627119,False,True,False,False,False,False,small,True,False,False,False,1.0,0.0
GRW_01934,Gujarat,Mehsana,Mehsana_T001,TER_0031,REP_0031,wheat,Tilt 250 EC,Gujarati,smartphone,early_vegetative,healthy,2025-10-27,male,senior,medium,80.0,116.0,144.0,-5.0,0,0.0,0.0,1.0,0.0,1,156.0,0,1,2,2.27,51,1,1,0,1.0,1,1.0,0.5153846153846153,0.373134328358209,False,True,False,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_01935,Uttar Pradesh,Meerut,Meerut_T043,TER_0162,REP_0162,mustard,Score 250 EC,Hindi,smartphone,unknown,healthy,2026-01-18,male,senior,medium,0.0,2.0,28.0,95.0,1,0.0,0.0,1.0,0.0,0,73.0,0,0,2,4.49,56,1,1,0,1.0,1,1.0,0.6076923076923076,0.24050632911392406,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_01936,Madhya Pradesh,Ujjain,Ujjain_T155,TER_0483,REP_0483,lentil,Tilt 250 EC,Hindi,keypad,unknown,healthy,2026-03-01,male,senior,small,0.0,0.0,14.0,127.0,0,0.0,0.0,0.0,0.0,0,999.0,0,0,1,1.45,57,0,1,1,1.0,1,1.0,0.3923076923076923,0.19607843137254902,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01937,Haryana,Sirsa,Sirsa_T126,TER_0445,REP_0445,chickpea,Actara 25 WG,Hindi,unknown,unknown,healthy,2026-03-01,male,mid,medium,0.0,0.0,0.0,132.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,0,2.22,45,0,0,1,1.0,1,1.0,0.5923076923076923,0.37662337662337664,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_01938,West Bengal,Nadia,Nadia_T007,TER_0026,REP_0026,wheat,Tilt 250 EC,Bengali,smartphone,early_vegetative,healthy,2025-10-17,male,senior,medium,90.0,126.0,154.0,-15.0,0,0.0,0.0,1.0,0.0,1,166.0,1,1,2,2.68,56,1,1,0,1.0,1,1.0,0.9307692307692308,0.2892561983471074,True,False,False,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_01939,Bihar,Patna,Patna_T142,TER_0430,REP_0430,lentil,Tilt 250 EC,Hindi,smartphone,unknown,healthy,2025-10-14,male,young,small,0.0,0.0,152.0,-11.0,0,0.0,0.0,1.0,0.0,1,169.0,1,0,2,1.24,31,1,1,0,1.0,1,1.0,0.4076923076923077,0.33962264150943394,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01940,Rajasthan,Bikaner,Bikaner_T088,TER_0305,REP_0305,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,healthy,2025-10-18,male,young,small,89.0,125.0,153.0,-14.0,0,0.0,0.0,1.0,0.0,1,165.0,0,1,2,0.69,24,1,1,0,1.0,1,1.0,0.6846153846153846,0.3146067415730337,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01941,Karnataka,Kalaburagi,Kalaburagi_T074,TER_0283,REP_0283,chickpea,Actara 25 WG,Kannada,smartphone,unknown,healthy,2025-11-05,male,mid,small,0.0,0.0,116.0,16.0,0,0.0,0.0,1.0,0.0,1,147.0,1,1,2,0.93,46,1,1,0,1.0,1,1.0,0.5076923076923077,0.48484848484848486,False,False,False,True,False,False,small,True,False,False,False,0.0,0.0
GRW_01942,Uttar Pradesh,Varanasi,Varanasi_T101,TER_0300,REP_0300,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,healthy,2025-11-16,male,elder,small,60.0,96.0,124.0,15.0,0,0.0,0.0,1.0,0.0,1,136.0,0,1,2,1.59,68,1,1,0,1.0,1,1.0,0.46923076923076923,0.39344262295081966,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01943,Uttar Pradesh,Lucknow,Lucknow_T058,TER_0171,REP_0171,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,healthy,2025-12-16,male,young,small,30.0,66.0,94.0,45.0,0,1.0,0.0,1.0,0.4,1,106.0,0,1,2,0.43,30,1,1,0,1.0,1,1.0,0.47692307692307695,0.4838709677419355,False,False,True,False,False,False,small,True,False,False,False,1.0,0.0
GRW_01944,Haryana,Sirsa,Sirsa_T042,TER_0148,REP_0148,mustard,Score 250 EC,Hindi,smartphone,unknown,healthy,2025-10-12,female,mid,small,0.0,100.0,126.0,-3.0,0,0.0,0.0,1.0,0.0,1,171.0,0,1,2,1.64,43,1,1,0,1.0,1,1.0,0.38461538461538464,0.26,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01945,Maharashtra,Jalgaon,Jalgaon_T129,TER_0434,REP_0434,wheat,Tilt 250 EC,Marathi,unknown,post_flowering,healthy,2026-03-01,male,mid,small,-45.0,-9.0,19.0,120.0,0,0.0,0.0,0.0,0.0,0,999.0,0,0,0,1.64,42,0,0,1,1.0,1,1.0,0.06153846153846154,0.5,False,False,False,False,True,False,small,True,False,False,False,0.0,0.0
GRW_01946,Rajasthan,Jaipur,Jaipur_T096,TER_0350,REP_0350,mustard,Score 250 EC,Hindi,smartphone,unknown,healthy,2025-11-09,male,senior,small,0.0,72.0,98.0,25.0,0,0.0,0.0,1.0,0.0,1,143.0,0,1,2,1.16,62,1,1,0,1.0,1,1.0,0.5384615384615384,0.2857142857142857,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01947,Rajasthan,Sikar,Sikar_T024,TER_0076,REP_0076,wheat,Tilt 250 EC,Hindi,keypad,post_flowering,healthy,2026-03-01,male,senior,small,-45.0,-9.0,19.0,120.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,1,1.64,54,0,1,1,1.0,1,1.0,0.5692307692307692,0.36486486486486486,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01948,Punjab,Ludhiana,Ludhiana_T006,TER_0018,REP_0018,wheat,Tilt 250 EC,Punjabi,smartphone,early_vegetative,healthy,2025-11-04,male,senior,small,72.0,108.0,136.0,3.0,0,0.0,0.0,1.0,0.0,1,148.0,0,1,2,1.76,61,1,1,0,1.0,1,1.0,0.47692307692307695,0.27419354838709675,False,False,False,False,False,True,small,True,False,False,False,0.0,0.0
GRW_01949,Punjab,Ludhiana,Ludhiana_T095,TER_0315,REP_0315,chickpea,Actara 25 WG,Punjabi,smartphone,unknown,healthy,2025-10-31,male,elder,small,0.0,0.0,121.0,11.0,0,0.0,0.0,1.0,0.0,1,152.0,0,1,2,1.64,67,1,1,0,1.0,1,1.0,0.2692307692307692,0.3142857142857143,False,False,False,False,False,True,small,True,False,False,False,0.0,0.0
GRW_01950,Karnataka,Vijayapura,Vijayapura_T004,TER_0029,REP_0029,safflower,Score 250 EC,Kannada,smartphone,unknown,out_of_stock,2025-11-06,male,senior,large,0.0,0.0,106.0,22.0,0,0.0,0.0,1.0,0.0,1,146.0,1,1,2,6.51,54,1,1,0,0.0,0,0.0,0.15384615384615385,0.3,False,False,False,True,False,False,large,False,False,True,False,0.0,0.0
GRW_01951,Uttar Pradesh,Meerut,Meerut_T067,TER_0228,REP_0228,wheat,Tilt 250 EC,Hindi,smartphone,post_flowering,healthy,2026-03-13,female,elder,small,-57.0,-21.0,7.0,132.0,0,0.0,0.0,1.0,0.0,0,19.0,0,0,2,0.86,72,1,1,0,1.0,1,1.0,0.38461538461538464,0.28,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01952,Maharashtra,Jalgaon,Jalgaon_T059,TER_0203,REP_0203,safflower,Score 250 EC,Marathi,smartphone,unknown,healthy,2025-10-22,male,senior,small,0.0,0.0,121.0,7.0,0,0.0,0.0,1.0,0.0,0,161.0,0,0,2,1.49,60,1,1,0,1.0,1,1.0,0.23846153846153847,0.3225806451612903,False,False,False,False,True,False,small,True,False,False,False,0.0,0.0
GRW_01953,Punjab,Amritsar,Amritsar_T088,TER_0296,REP_0296,wheat,Tilt 250 EC,Punjabi,smartphone,early_vegetative,healthy,2025-12-06,female,mid,small,40.0,76.0,104.0,35.0,0,1.0,0.0,1.0,0.4,1,116.0,0,1,2,1.9,39,1,1,0,1.0,1,1.0,0.5,0.24615384615384617,False,False,False,False,False,True,small,True,False,False,False,1.0,0.0
GRW_01954,Maharashtra,Jalgaon,Jalgaon_T089,TER_0302,REP_0302,chickpea,Actara 25 WG,Marathi,smartphone,unknown,healthy,2025-11-20,female,mid,medium,0.0,0.0,101.0,31.0,0,1.0,1.0,1.0,1.0,1,132.0,0,1,2,2.39,42,1,1,0,1.0,1,1.0,0.8692307692307693,0.4336283185840708,False,False,False,False,True,False,medium,False,True,False,False,1.0,1.0
GRW_01955,Rajasthan,Bikaner,Bikaner_T006,TER_0008,REP_0008,wheat,Tilt 250 EC,Hindi,keypad,post_flowering,healthy,2026-03-01,male,mid,small,-45.0,-9.0,19.0,120.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,1,2.0,40,0,1,1,1.0,1,1.0,0.4461538461538462,0.3448275862068966,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01956,Haryana,Hisar,Hisar_T025,TER_0068,REP_0068,wheat,Tilt 250 EC,Hindi,smartphone,flowering_approaching,healthy,2026-02-06,female,senior,large,-22.0,14.0,42.0,97.0,1,1.0,1.0,1.0,1.0,1,54.0,0,0,2,6.35,64,1,1,0,1.0,1,1.0,0.16923076923076924,0.18181818181818182,False,False,True,False,False,False,large,False,False,True,False,1.0,1.0
GRW_01957,Madhya Pradesh,Ujjain,Ujjain_T019,TER_0054,REP_0054,chickpea,Actara 25 WG,Hindi,smartphone,unknown,healthy,2025-12-05,male,senior,small,0.0,0.0,86.0,46.0,0,0.0,0.0,1.0,0.0,1,117.0,0,1,2,1.64,65,1,1,0,1.0,1,1.0,0.5538461538461539,0.4305555555555556,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01958,Uttar Pradesh,Agra,Agra_T112,TER_0376,REP_0376,barley,Tilt 250 EC,Hindi,smartphone,unknown,healthy,2025-10-17,female,mid,small,0.0,0.0,144.0,-15.0,0,1.0,0.0,1.0,0.4,1,166.0,0,1,2,1.04,41,1,1,0,1.0,1,1.0,0.38461538461538464,0.4,False,False,True,False,False,False,small,True,False,False,False,1.0,0.0
GRW_01959,Punjab,Ludhiana,Ludhiana_T043,TER_0150,REP_0150,chickpea,Actara 25 WG,Punjabi,smartphone,unknown,watch,2025-10-23,male,senior,small,0.0,0.0,129.0,3.0,0,0.0,0.0,1.0,0.0,1,160.0,1,1,2,0.92,53,1,1,0,0.6,1,0.6666666666666666,0.46153846153846156,0.31666666666666665,False,False,False,False,False,True,small,True,False,False,False,0.0,0.0
GRW_01960,Bihar,Muzaffarpur,Muzaffarpur_T081,TER_0259,REP_0259,chickpea,Actara 25 WG,Hindi,smartphone,unknown,healthy,2025-11-30,female,senior,small,0.0,0.0,91.0,41.0,0,0.0,0.0,1.0,0.0,1,122.0,0,1,2,1.75,56,1,1,0,1.0,1,1.0,0.2846153846153846,0.32432432432432434,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01961,Uttar Pradesh,Agra,Agra_T042,TER_0145,REP_0145,unknown,Tilt 250 EC,Hindi,smartphone,unknown,healthy,2026-02-01,male,mid,small,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,59.0,0,0,2,0.54,41,1,1,0,1.0,1,1.0,0.7769230769230769,0.38613861386138615,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01962,Bihar,Muzaffarpur,Muzaffarpur_T149,TER_0490,REP_0490,chickpea,Actara 25 WG,Hindi,smartphone,unknown,healthy,2025-12-27,male,mid,medium,0.0,0.0,64.0,68.0,0,0.0,0.0,1.0,0.0,0,95.0,0,0,2,3.64,49,1,1,0,1.0,1,1.0,0.23846153846153847,0.3548387096774194,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_01963,Punjab,Ludhiana,Ludhiana_T094,TER_0315,REP_0315,mustard,Score 250 EC,Punjabi,smartphone,unknown,healthy,2025-10-17,female,senior,small,0.0,95.0,121.0,2.0,0,1.0,1.0,1.0,1.0,1,166.0,1,1,2,0.62,61,1,1,0,1.0,1,1.0,0.2692307692307692,0.3142857142857143,False,False,False,False,False,True,small,True,False,False,False,1.0,1.0
GRW_01964,West Bengal,Nadia,Nadia_T052,TER_0224,REP_0224,wheat,Tilt 250 EC,Bengali,smartphone,early_vegetative,healthy,2025-11-21,male,young,small,55.0,91.0,119.0,20.0,0,0.0,0.0,1.0,0.0,0,131.0,0,0,2,0.6,27,1,1,0,1.0,1,1.0,0.6153846153846154,0.3125,True,False,False,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01965,Haryana,Hisar,Hisar_T027,TER_0068,REP_0068,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,healthy,2026-03-31,female,senior,medium,-75.0,-39.0,-11.0,150.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,2,2.27,55,1,1,0,1.0,1,1.0,0.16923076923076924,0.18181818181818182,False,False,True,False,False,False,medium,False,True,False,False,1.0,1.0
GRW_01966,Gujarat,Mehsana,Mehsana_T044,TER_0163,REP_0163,chickpea,Actara 25 WG,Gujarati,smartphone,unknown,healthy,2025-10-18,male,mid,small,0.0,0.0,134.0,-2.0,0,0.0,0.0,1.0,0.0,1,165.0,0,1,2,1.64,49,1,1,0,1.0,1,1.0,0.5923076923076923,0.23376623376623376,False,True,False,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01967,Rajasthan,Bharatpur,Bharatpur_T004,TER_0004,REP_0004,wheat,Tilt 250 EC,Hindi,keypad,post_flowering,healthy,2026-03-01,male,mid,small,-45.0,-9.0,19.0,120.0,0,0.0,0.0,0.0,0.0,0,999.0,0,0,1,1.85,40,0,1,1,1.0,1,1.0,0.6,0.2692307692307692,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01968,Maharashtra,Akola,Akola_T061,TER_0180,REP_0180,wheat,Tilt 250 EC,Marathi,keypad,post_flowering,out_of_stock,2026-03-01,male,mid,small,-45.0,-9.0,19.0,120.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,1,1.33,38,0,1,1,0.0,0,0.0,0.4076923076923077,0.41509433962264153,False,False,False,False,True,False,small,True,False,False,False,0.0,0.0
GRW_01969,Bihar,Muzaffarpur,Muzaffarpur_T076,TER_0259,REP_0259,chickpea,Actara 25 WG,Hindi,smartphone,unknown,healthy,2025-11-05,male,mid,medium,0.0,0.0,116.0,16.0,0,1.0,0.0,1.0,0.4,1,147.0,0,1,2,2.53,49,1,1,0,1.0,1,1.0,0.2846153846153846,0.32432432432432434,False,False,True,False,False,False,medium,False,True,False,False,1.0,0.0
GRW_01970,Gujarat,Mehsana,Mehsana_T102,TER_0394,REP_0394,cumin,Amistar 250 SC,Gujarati,smartphone,unknown,healthy,2025-10-30,male,senior,small,0.0,0.0,118.0,-2.0,0,0.0,0.0,1.0,0.0,0,153.0,0,0,2,0.51,61,1,1,0,1.0,1,1.0,0.7384615384615385,0.28125,False,True,False,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01971,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T154,TER_0471,REP_0471,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,healthy,2025-10-23,male,elder,small,84.0,120.0,148.0,-9.0,0,0.0,0.0,1.0,0.0,1,160.0,0,1,2,1.64,68,1,1,0,1.0,1,1.0,0.23846153846153847,0.25806451612903225,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_01972,Gujarat,Ahmedabad,Ahmedabad_T095,TER_0309,REP_0309,unknown,Tilt 250 EC,Gujarati,smartphone,unknown,healthy,2025-12-19,male,senior,medium,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1,103.0,0,1,2,3.97,64,1,1,0,1.0,1,1.0,0.3153846153846154,0.4146341463414634,False,True,False,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_01973,Gujarat,Mehsana,Mehsana_T078,TER_0295,REP_0295,unknown,Tilt 250 EC,Gujarati,unknown,unknown,healthy,2026-03-01,female,senior,medium,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,0,2.17,58,0,0,1,1.0,1,1.0,0.27692307692307694,0.4444444444444444,False,True,False,False,False,False,medium,False,True,False,False,0.0,0.0
