message_id,grower_id,send_date,crop,relevant_product,state,district,territory_id,prior_open_rate,prior_click_rate,prior_msg_count,scan_before_send,attended_before_send,days_to_flowering,days_to_harvest,days_to_tillering,in_critical_window,device_score,grower_farm_size,grower_age,stock_urgency_score,rep_coverage_score,pct_retailers_stocked,rep_campaign_ratio,label_opened,label_clicked
WAM_RABI25_00503,GRW_00668,2025-10-13,lentil,Tilt 250 EC,West Bengal,Nadia,TER_0455,0.0,0.0,0,0,0,0.0,153.0,0.0,0,2,2.75,41,0.0,0.5461538461538461,0.0,0.30985915492957744,1,1
WAM_RABI25_00504,GRW_00669,2025-10-08,mustard,Score 250 EC,Haryana,Hisar,TER_0167,0.0,0.0,0,0,0,104.0,130.0,0.0,0,2,1.24,30,1.0,0.5692307692307692,1.0,0.3918918918918919,0,0
WAM_RABI25_00505,GRW_00670,2025-12-27,chickpea,Actara 25 WG,Uttar Pradesh,Kanpur Nagar,TER_0075,0.0,0.0,0,0,0,0.0,64.0,0.0,0,2,5.06,37,1.0,0.3230769230769231,1.0,0.3333333333333333,0,0
WAM_RABI25_00506,GRW_00671,2026-01-05,safflower,Score 250 EC,Maharashtra,Jalgaon,TER_0335,0.0,0.0,0,0,0,0.0,46.0,0.0,0,2,2.24,27,0.0,0.6153846153846154,0.0,0.35,0,0
WAM_RABI25_00507,GRW_00672,2025-12-20,wheat,Tilt 250 EC,West Bengal,Nadia,TER_0422,0.0,0.0,0,0,0,62.0,90.0,26.0,0,2,1.64,35,1.0,0.34615384615384615,1.0,0.35555555555555557,0,0
WAM_RABI25_00508,GRW_00673,2025-11-25,potato,Kavach 75 WP,Uttar Pradesh,Kanpur Nagar,TER_0108,0.0,0.0,0,0,0,0.0,56.0,0.0,0,2,0.99,42,1.0,0.5153846153846153,1.0,0.3283582089552239,0,0
WAM_RABI25_00509,GRW_00674,2026-03-25,wheat,Tilt 250 EC,Gujarat,Rajkot,TER_0156,0.0,0.0,0,0,1,-33.0,-5.0,-69.0,0,2,1.74,50,1.0,0.6615384615384615,1.0,0.32558139534883723,0,0
WAM_RABI25_00510,GRW_00675,2025-10-12,lentil,Tilt 250 EC,Bihar,Muzaffarpur,TER_0259,0.0,0.0,0,0,0,0.0,154.0,0.0,0,2,1.25,63,1.0,0.2846153846153846,1.0,0.32432432432432434,1,1
WAM_RABI25_00511,GRW_00676,2025-10-24,wheat,Tilt 250 EC,Bihar,Patna,TER_0232,0.0,0.0,0,0,0,119.0,147.0,83.0,0,2,0.66,55,1.0,0.3923076923076923,1.0,0.3137254901960784,1,0
WAM_RABI25_00512,GRW_00677,2026-02-02,barley,Tilt 250 EC,Haryana,Hisar,TER_0134,0.0,0.0,0,0,0,0.0,36.0,0.0,0,2,1.52,25,0.0,0.5076923076923077,0.0,0.42424242424242425,0,0
WAM_RABI25_00513,GRW_00678,2025-12-07,wheat,Tilt 250 EC,Madhya Pradesh,Ujjain,TER_0186,0.0,0.0,0,0,0,75.0,103.0,39.0,0,2,2.85,39,1.0,0.3,1.0,0.28205128205128205,0,0
WAM_RABI25_00514,GRW_00679,2026-01-13,wheat,Tilt 250 EC,Punjab,Ludhiana,TER_0249,0.0,0.0,0,0,0,38.0,66.0,2.0,0,2,1.64,36,1.0,0.6,1.0,0.24358974358974358,1,0
WAM_RABI25_00515,GRW_00680,2025-10-23,wheat,Tilt 250 EC,Punjab,Patiala,TER_0355,0.0,0.0,0,0,1,120.0,148.0,84.0,0,2,2.44,62,1.0,0.6076923076923076,1.0,0.46835443037974683,0,0
WAM_RABI25_00516,GRW_00681,2025-10-17,chickpea,Actara 25 WG,Rajasthan,Bharatpur,TER_0301,0.0,0.0,0,0,0,0.0,135.0,0.0,0,2,1.67,66,1.0,0.5307692307692308,1.0,0.34782608695652173,1,1
WAM_RABI25_00517,GRW_00682,2025-10-20,wheat,Tilt 250 EC,Haryana,Karnal,TER_0159,0.0,0.0,0,0,0,123.0,151.0,87.0,0,2,0.63,38,0.0,0.4307692307692308,0.0,0.32142857142857145,1,0
WAM_RABI25_00518,GRW_00684,2025-10-07,mustard,Score 250 EC,Punjab,Ludhiana,TER_0414,0.0,0.0,0,0,0,105.0,131.0,0.0,0,2,3.41,28,1.0,0.5,1.0,0.3076923076923077,0,0
WAM_RABI25_00519,GRW_00685,2025-10-29,wheat,Tilt 250 EC,Madhya Pradesh,Sehore,TER_0407,0.0,0.0,0,0,0,114.0,142.0,78.0,0,2,1.18,51,1.0,0.45384615384615384,0.75,0.4067796610169492,0,0
WAM_RABI25_00520,GRW_00686,2025-11-05,chickpea,Actara 25 WG,Uttar Pradesh,Agra,TER_0178,0.0,0.0,0,0,0,0.0,116.0,0.0,0,2,1.64,68,1.0,0.43846153846153846,1.0,0.3157894736842105,1,1
WAM_RABI25_00521,GRW_00687,2026-03-07,wheat,Tilt 250 EC,Uttar Pradesh,Kanpur Nagar,TER_0075,0.0,0.0,0,0,0,-15.0,13.0,-51.0,0,2,1.64,66,1.0,0.3230769230769231,1.0,0.3333333333333333,0,0
WAM_RABI25_00522,GRW_00688,2025-10-15,chickpea,Actara 25 WG,Haryana,Sirsa,TER_0181,0.0,0.0,0,0,0,0.0,137.0,0.0,0,2,0.47,65,0.0,0.46923076923076923,0.0,0.22950819672131148,0,0
WAM_RABI25_00523,GRW_00693,2025-10-07,wheat,Tilt 250 EC,Madhya Pradesh,Sehore,TER_0176,0.0,0.0,0,0,0,136.0,164.0,100.0,0,2,3.44,39,1.0,0.36153846153846153,1.0,0.46808510638297873,1,0
WAM_RABI25_00524,GRW_00694,2026-01-02,mustard,Score 250 EC,Uttar Pradesh,Kanpur Nagar,TER_0372,0.0,0.0,0,0,0,18.0,44.0,0.0,0,2,2.98,47,1.0,0.2923076923076923,1.0,0.39473684210526316,0,0
WAM_RABI25_00525,GRW_00695,2026-02-03,wheat,Tilt 250 EC,Maharashtra,Amravati,TER_0050,0.0,0.0,0,0,0,17.0,45.0,-19.0,0,2,1.05,59,0.0,0.5461538461538461,0.0,0.28169014084507044,1,0
WAM_RABI25_00526,GRW_00696,2025-11-08,wheat,Tilt 250 EC,West Bengal,Nadia,TER_0389,0.0,0.0,0,0,0,104.0,132.0,68.0,0,2,1.06,51,1.0,0.5615384615384615,1.0,0.3287671232876712,0,0
WAM_RABI25_00527,GRW_00699,2025-10-28,wheat,Tilt 250 EC,West Bengal,Bardhaman,TER_0311,0.0,0.0,0,0,0,115.0,143.0,79.0,0,2,1.67,40,1.0,0.23846153846153847,1.0,0.3225806451612903,0,0
WAM_RABI25_00528,GRW_00700,2025-11-21,wheat,Tilt 250 EC,Uttar Pradesh,Meerut,TER_0426,0.0,0.0,0,0,0,91.0,119.0,55.0,0,2,1.4,27,1.0,0.5384615384615384,1.0,0.37142857142857144,1,0
WAM_RABI25_00529,GRW_00701,2025-10-06,mustard,Score 250 EC,Punjab,Bathinda,TER_0418,0.0,0.0,0,0,0,106.0,132.0,0.0,0,2,0.92,25,1.0,0.3923076923076923,0.75,0.3137254901960784,0,0
WAM_RABI25_00530,GRW_00702,2025-10-13,mustard,Score 250 EC,Gujarat,Mehsana,TER_0295,0.0,0.0,0,0,0,99.0,125.0,0.0,0,2,2.53,30,1.0,0.27692307692307694,1.0,0.4444444444444444,1,0
WAM_RABI25_00531,GRW_00703,2025-10-23,cumin,Amistar 250 SC,Gujarat,Ahmedabad,TER_0342,0.0,0.0,0,0,0,0.0,125.0,0.0,0,2,1.64,29,1.0,0.27692307692307694,1.0,0.3611111111111111,1,0
WAM_RABI25_00532,GRW_00704,2025-12-14,unknown,Tilt 250 EC,West Bengal,Nadia,TER_0125,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,1.66,52,1.0,0.35384615384615387,1.0,0.34782608695652173,0,0
WAM_RABI25_00533,GRW_00705,2026-02-19,potato,Kavach 75 WP,Punjab,Ludhiana,TER_0414,0.0,0.0,0,0,0,0.0,-30.0,0.0,0,2,4.66,49,1.0,0.5,1.0,0.3076923076923077,1,0
WAM_RABI25_00534,GRW_00706,2025-10-14,wheat,Tilt 250 EC,Gujarat,Ahmedabad,TER_0012,0.0,0.0,0,0,0,129.0,157.0,93.0,0,2,0.95,52,1.0,0.4461538461538462,1.0,0.3275862068965517,0,0
WAM_RABI25_00535,GRW_00707,2025-10-08,barley,Tilt 250 EC,Rajasthan,Bikaner,TER_0338,0.0,0.0,0,0,0,0.0,153.0,0.0,0,2,2.19,48,1.0,0.36153846153846153,1.0,0.3829787234042553,0,0
WAM_RABI25_00536,GRW_00708,2025-10-12,wheat,Tilt 250 EC,Uttar Pradesh,Kanpur Nagar,TER_0075,0.0,0.0,0,0,0,131.0,159.0,95.0,0,2,1.64,64,1.0,0.3230769230769231,1.0,0.3333333333333333,0,0
WAM_RABI25_00537,GRW_00710,2025-11-13,wheat,Tilt 250 EC,Rajasthan,Bharatpur,TER_0433,0.0,0.0,0,0,0,99.0,127.0,63.0,0,2,1.74,63,1.0,0.5153846153846153,1.0,0.373134328358209,0,0
WAM_RABI25_00538,GRW_00711,2025-12-28,potato,Kavach 75 WP,Uttar Pradesh,Lucknow,TER_0171,0.0,0.0,0,0,0,0.0,23.0,0.0,0,2,0.63,63,1.0,0.47692307692307695,1.0,0.4838709677419355,0,0
WAM_RABI25_00539,GRW_00712,2025-11-17,mustard,Score 250 EC,Rajasthan,Jaipur,TER_0482,0.0,0.0,0,0,0,64.0,90.0,0.0,0,2,2.55,66,1.0,0.4230769230769231,1.0,0.32727272727272727,0,0
WAM_RABI25_00540,GRW_00713,2025-10-17,wheat,Tilt 250 EC,Haryana,Sirsa,TER_0478,0.0,0.0,0,0,0,126.0,154.0,90.0,0,2,1.49,28,1.0,0.9384615384615385,0.75,0.3114754098360656,0,0
WAM_RABI25_00541,GRW_00714,2025-12-03,chickpea,Actara 25 WG,Punjab,Bathinda,TER_0253,0.0,0.0,0,0,0,0.0,88.0,0.0,0,2,0.49,28,1.0,0.5846153846153846,1.0,0.3157894736842105,1,0
WAM_RABI25_00542,GRW_00715,2026-02-04,potato,Kavach 75 WP,Punjab,Bathinda,TER_0088,0.0,0.0,0,0,0,0.0,-15.0,0.0,0,2,1.51,69,1.0,0.6307692307692307,1.0,0.2926829268292683,0,0
WAM_RABI25_00543,GRW_00716,2025-11-02,mustard,Score 250 EC,Gujarat,Rajkot,TER_0387,0.0,0.0,0,0,0,79.0,105.0,0.0,0,2,3.13,62,1.0,0.16153846153846155,1.0,0.2857142857142857,0,0
WAM_RABI25_00544,GRW_00718,2025-11-10,wheat,Tilt 250 EC,Gujarat,Ahmedabad,TER_0045,0.0,0.0,0,0,0,102.0,130.0,66.0,0,2,3.17,65,1.0,0.5538461538461539,0.75,0.3194444444444444,0,0
WAM_RABI25_00545,GRW_00719,2026-01-28,chickpea,Actara 25 WG,Uttar Pradesh,Meerut,TER_0459,0.0,0.0,0,0,0,0.0,32.0,0.0,0,2,3.66,61,0.6,0.4076923076923077,0.5,0.24528301886792453,1,0
WAM_RABI25_00546,GRW_00720,2025-10-23,chickpea,Actara 25 WG,Haryana,Rohtak,TER_0429,0.0,0.0,0,0,0,0.0,129.0,0.0,0,2,4.59,55,1.0,0.8,1.0,0.375,0,0
WAM_RABI25_00547,GRW_00722,2025-12-19,safflower,Score 250 EC,Maharashtra,Akola,TER_0180,0.0,0.0,0,0,0,0.0,63.0,0.0,0,2,1.03,61,1.0,0.4076923076923077,1.0,0.41509433962264153,1,1
WAM_RABI25_00548,GRW_00723,2025-10-12,wheat,Tilt 250 EC,Uttar Pradesh,Varanasi,TER_0201,0.0,0.0,0,0,0,131.0,159.0,95.0,0,2,0.77,23,1.0,0.36153846153846153,1.0,0.2978723404255319,0,0
WAM_RABI25_00549,GRW_00724,2025-12-17,wheat,Tilt 250 EC,West Bengal,Bardhaman,TER_0212,0.0,0.0,0,0,0,65.0,93.0,29.0,0,2,0.93,70,1.0,0.3769230769230769,1.0,0.40816326530612246,0,0
WAM_RABI25_00550,GRW_00726,2025-10-30,wheat,Tilt 250 EC,Uttar Pradesh,Agra,TER_0310,0.0,0.0,0,0,0,113.0,141.0,77.0,0,2,1.64,54,1.0,0.3230769230769231,1.0,0.2857142857142857,1,1
WAM_RABI25_00551,GRW_00727,2025-10-20,wheat,Tilt 250 EC,Madhya Pradesh,Sehore,TER_0176,0.0,0.0,0,0,0,123.0,151.0,87.0,0,2,2.72,72,1.0,0.36153846153846153,1.0,0.46808510638297873,0,0
WAM_RABI25_00552,GRW_00728,2025-11-12,barley,Tilt 250 EC,Uttar Pradesh,Lucknow,TER_0270,0.0,0.0,0,0,0,0.0,118.0,0.0,0,2,1.64,66,1.0,0.24615384615384617,1.0,0.40625,0,0
WAM_RABI25_00553,GRW_00729,2025-10-27,wheat,Tilt 250 EC,West Bengal,Nadia,TER_0356,0.0,0.0,0,0,0,116.0,144.0,80.0,0,2,0.59,43,1.0,0.9538461538461539,1.0,0.3709677419354839,0,0
WAM_RABI25_00554,GRW_00731,2025-12-29,barley,Tilt 250 EC,Rajasthan,Sikar,TER_0406,0.0,0.0,0,0,0,0.0,71.0,0.0,0,2,1.51,37,1.0,0.4230769230769231,1.0,0.38181818181818183,0,0
WAM_RABI25_00555,GRW_00732,2025-10-19,wheat,Tilt 250 EC,Bihar,Patna,TER_0067,0.0,0.0,0,0,0,124.0,152.0,88.0,0,2,1.96,67,1.0,0.7,1.0,0.32967032967032966,1,0
WAM_RABI25_00556,GRW_00733,2025-11-04,safflower,Score 250 EC,Maharashtra,Akola,TER_0180,0.0,0.0,0,0,0,0.0,108.0,0.0,0,2,2.48,39,1.0,0.4076923076923077,1.0,0.41509433962264153,1,1
WAM_RABI25_00557,GRW_00734,2025-10-31,wheat,Tilt 250 EC,Uttar Pradesh,Kanpur Nagar,TER_0273,0.0,0.0,0,0,0,112.0,140.0,76.0,0,2,0.26,30,1.0,0.2076923076923077,1.0,0.2962962962962963,1,0
WAM_RABI25_00558,GRW_00735,2025-10-22,wheat,Tilt 250 EC,Punjab,Amritsar,TER_0263,0.0,0.0,0,0,0,121.0,149.0,85.0,0,2,1.01,23,1.0,0.5076923076923077,1.0,0.30303030303030304,0,0
WAM_RABI25_00559,GRW_00738,2026-03-11,wheat,Tilt 250 EC,Rajasthan,Jaipur,TER_0383,0.0,0.0,0,0,0,-19.0,9.0,-55.0,0,2,0.61,68,1.0,0.3384615384615385,1.0,0.2727272727272727,0,0
WAM_RABI25_00560,GRW_00739,2025-11-21,wheat,Tilt 250 EC,Madhya Pradesh,Ujjain,TER_0219,0.0,0.0,0,0,0,91.0,119.0,55.0,0,2,1.64,68,1.0,0.5846153846153846,1.0,0.3684210526315789,0,0
WAM_RABI25_00561,GRW_00740,2025-12-02,cumin,Amistar 250 SC,Gujarat,Ahmedabad,TER_0144,0.0,0.0,0,0,0,0.0,85.0,0.0,0,2,1.25,46,1.0,0.4076923076923077,1.0,0.3584905660377358,0,0
WAM_RABI25_00562,GRW_00743,2025-11-05,chickpea,Actara 25 WG,Madhya Pradesh,Ujjain,TER_0153,0.0,0.0,0,0,0,0.0,116.0,0.0,0,2,1.64,24,1.0,0.25384615384615383,1.0,0.42424242424242425,0,0
WAM_RABI25_00563,GRW_00744,2025-11-10,barley,Tilt 250 EC,Rajasthan,Sikar,TER_0241,0.0,0.0,0,0,0,0.0,120.0,0.0,0,2,0.91,33,1.0,0.36153846153846153,1.0,0.3617021276595745,0,0
WAM_RABI25_00564,GRW_00745,2025-12-27,wheat,Tilt 250 EC,Haryana,Hisar,TER_0398,0.0,0.0,0,0,0,55.0,83.0,19.0,0,2,1.17,36,1.0,0.18461538461538463,0.75,0.4166666666666667,1,0
WAM_RABI25_00565,GRW_00746,2025-12-29,chickpea,Actara 25 WG,Rajasthan,Jaipur,TER_0020,0.0,0.0,0,0,0,0.0,62.0,0.0,0,2,1.8,67,1.0,0.5615384615384615,1.0,0.3150684931506849,0,0
WAM_RABI25_00566,GRW_00747,2025-11-10,potato,Kavach 75 WP,West Bengal,Nadia,TER_0488,0.0,0.0,0,0,0,0.0,71.0,0.0,0,2,1.64,28,1.0,0.4461538461538462,1.0,0.3620689655172414,0,0
WAM_RABI25_00567,GRW_00748,2026-02-28,mustard,Score 250 EC,Punjab,Patiala,TER_0223,0.0,0.0,0,0,0,-39.0,-13.0,0.0,0,2,1.24,63,1.0,0.36923076923076925,1.0,0.375,0,0
WAM_RABI25_00568,GRW_00749,2026-03-04,wheat,Tilt 250 EC,Rajasthan,Sikar,TER_0142,0.0,0.0,0,0,0,-12.0,16.0,-48.0,0,2,3.17,23,0.0,0.46153846153846156,0.0,0.4166666666666667,0,0
WAM_RABI25_00569,GRW_00750,2025-10-07,lentil,Tilt 250 EC,Madhya Pradesh,Indore,TER_0023,0.0,0.0,0,0,0,0.0,159.0,0.0,0,2,3.15,59,0.0,0.5307692307692308,0.0,0.36231884057971014,0,0
WAM_RABI25_00570,GRW_00751,2025-12-07,wheat,Tilt 250 EC,Rajasthan,Sikar,TER_0472,0.0,0.0,0,0,0,75.0,103.0,39.0,0,2,1.99,26,0.6,0.7692307692307693,0.5,0.29,0,0
WAM_RABI25_00571,GRW_00752,2025-10-09,chickpea,Actara 25 WG,Bihar,Patna,TER_0496,0.0,0.0,0,0,0,0.0,143.0,0.0,0,2,2.73,55,0.0,0.5615384615384615,0.0,0.4520547945205479,0,0
WAM_RABI25_00572,GRW_00753,2025-10-11,mustard,Score 250 EC,Rajasthan,Sikar,TER_0307,0.0,0.0,0,0,0,101.0,127.0,0.0,0,2,1.3,43,1.0,0.3,1.0,0.28205128205128205,0,0
WAM_RABI25_00573,GRW_00755,2025-10-22,mustard,Score 250 EC,Uttar Pradesh,Agra,TER_0178,0.0,0.0,0,0,0,90.0,116.0,0.0,0,2,2.46,58,1.0,0.43846153846153846,1.0,0.3157894736842105,0,0
WAM_RABI25_00574,GRW_00756,2025-12-28,cumin,Amistar 250 SC,Gujarat,Mehsana,TER_0493,0.0,0.0,0,0,0,0.0,59.0,0.0,0,2,2.54,29,0.0,0.2923076923076923,0.0,0.3684210526315789,0,0
WAM_RABI25_00575,GRW_00761,2026-02-23,chickpea,Actara 25 WG,Haryana,Karnal,TER_0093,0.0,0.0,0,0,0,0.0,6.0,0.0,0,2,4.49,46,1.0,0.5076923076923077,1.0,0.30303030303030304,1,0
WAM_RABI25_00576,GRW_00762,2025-10-31,mustard,Score 250 EC,Madhya Pradesh,Indore,TER_0089,0.0,0.0,0,0,0,81.0,107.0,0.0,0,2,2.38,55,1.0,0.8384615384615385,1.0,0.30275229357798167,0,0
WAM_RABI25_00577,GRW_00763,2025-10-25,safflower,Score 250 EC,Karnataka,Vijayapura,TER_0293,0.0,0.0,0,0,0,0.0,118.0,0.0,0,2,1.26,74,1.0,0.4230769230769231,1.0,0.38181818181818183,0,0
WAM_RABI25_00578,GRW_00764,2026-01-12,chickpea,Actara 25 WG,Haryana,Sirsa,TER_0445,0.0,0.0,0,0,0,0.0,48.0,0.0,0,2,1.23,53,1.0,0.5923076923076923,1.0,0.37662337662337664,1,1
WAM_RABI25_00579,GRW_00766,2025-10-26,lentil,Tilt 250 EC,Madhya Pradesh,Ujjain,TER_0021,0.0,0.0,0,0,0,0.0,140.0,0.0,0,2,0.89,40,1.0,0.5615384615384615,1.0,0.1780821917808219,0,0
WAM_RABI25_00580,GRW_00769,2026-01-04,wheat,Tilt 250 EC,Uttar Pradesh,Agra,TER_0079,0.0,0.0,0,0,0,47.0,75.0,11.0,0,2,1.64,24,1.0,0.5,1.0,0.3076923076923077,0,0
WAM_RABI25_00581,GRW_00770,2025-10-19,mustard,Score 250 EC,Madhya Pradesh,Ratlam,TER_0469,0.0,0.0,0,0,0,93.0,119.0,0.0,0,2,4.65,62,1.0,0.6461538461538462,1.0,0.34523809523809523,0,0
WAM_RABI25_00582,GRW_00771,2025-10-28,mustard,Score 250 EC,Punjab,Patiala,TER_0124,0.0,0.0,0,0,0,84.0,110.0,0.0,0,2,1.15,33,1.0,0.5615384615384615,1.0,0.2876712328767123,1,0
WAM_RABI25_00583,GRW_00772,2025-11-18,wheat,Tilt 250 EC,Rajasthan,Sikar,TER_0142,0.0,0.0,0,0,0,94.0,122.0,58.0,0,2,0.6,48,0.0,0.46153846153846156,0.0,0.4166666666666667,0,0
WAM_RABI25_00584,GRW_00774,2025-10-18,wheat,Tilt 250 EC,Rajasthan,Bikaner,TER_0338,0.0,0.0,0,0,0,125.0,153.0,89.0,0,2,2.06,70,1.0,0.36153846153846153,1.0,0.3829787234042553,1,0
WAM_RABI25_00585,GRW_00775,2025-10-24,mustard,Score 250 EC,Uttar Pradesh,Agra,TER_0211,0.0,0.0,0,0,0,88.0,114.0,0.0,0,2,1.5,44,1.0,0.34615384615384615,1.0,0.4,0,0
WAM_RABI25_00586,GRW_00776,2025-11-23,lentil,Tilt 250 EC,Bihar,Muzaffarpur,TER_0358,0.0,0.0,0,0,0,0.0,112.0,0.0,0,2,3.05,40,1.0,0.4846153846153846,1.0,0.31746031746031744,0,0
WAM_RABI25_00587,GRW_00777,2025-10-13,potato,Kavach 75 WP,Uttar Pradesh,Kanpur Nagar,TER_0108,0.0,0.0,0,0,0,0.0,99.0,0.0,0,2,1.81,73,1.0,0.5153846153846153,1.0,0.3283582089552239,0,0
WAM_RABI25_00588,GRW_00778,2026-02-11,barley,Tilt 250 EC,Uttar Pradesh,Varanasi,TER_0201,0.0,0.0,0,0,0,0.0,27.0,0.0,0,2,2.35,48,1.0,0.36153846153846153,1.0,0.2978723404255319,1,0
WAM_RABI25_00589,GRW_00779,2025-10-06,mustard,Score 250 EC,Gujarat,Ahmedabad,TER_0441,0.0,0.0,0,0,0,106.0,132.0,0.0,0,2,1.88,23,1.0,0.14615384615384616,1.0,0.3684210526315789,1,0
WAM_RABI25_00590,GRW_00780,2025-12-15,mustard,Score 250 EC,West Bengal,Bardhaman,TER_0047,0.0,0.0,0,0,0,36.0,62.0,0.0,0,2,3.05,45,1.0,0.5692307692307692,1.0,0.40540540540540543,0,0
WAM_RABI25_00591,GRW_00781,2025-10-13,cumin,Amistar 250 SC,Gujarat,Mehsana,TER_0493,0.0,0.0,0,0,0,0.0,135.0,0.0,0,2,2.26,48,0.0,0.2923076923076923,0.0,0.3684210526315789,0,0
WAM_RABI25_00592,GRW_00782,2026-01-13,unknown,Tilt 250 EC,Uttar Pradesh,Kanpur Nagar,TER_0372,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,0.84,41,0.0,0.2923076923076923,0.0,0.39473684210526316,0,0
WAM_RABI25_00593,GRW_00783,2025-12-17,unknown,Tilt 250 EC,Punjab,Bathinda,TER_0319,0.0,0.0,0,0,1,0.0,0.0,0.0,0,2,6.52,74,0.0,0.2692307692307692,0.0,0.4857142857142857,0,0
WAM_RABI25_00594,GRW_00784,2025-10-08,unknown,Tilt 250 EC,Rajasthan,Bharatpur,TER_0136,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,4.32,56,0.6,0.2846153846153846,0.6666666666666666,0.3783783783783784,1,0
WAM_RABI25_00595,GRW_00785,2025-10-18,mustard,Score 250 EC,Madhya Pradesh,Sehore,TER_0077,0.0,0.0,0,0,0,94.0,120.0,0.0,0,2,0.74,54,1.0,0.6461538461538462,1.0,0.2261904761904762,1,0
WAM_RABI25_00596,GRW_00786,2025-12-13,wheat,Tilt 250 EC,Karnataka,Kalaburagi,TER_0151,0.0,0.0,0,0,0,69.0,97.0,33.0,0,2,1.32,39,1.0,0.23076923076923078,1.0,0.23333333333333334,1,1
WAM_RABI25_00597,GRW_00787,2026-01-30,chickpea,Actara 25 WG,Bihar,Muzaffarpur,TER_0457,0.0,0.0,0,0,0,0.0,30.0,0.0,0,2,0.61,56,1.0,0.27692307692307694,1.0,0.3611111111111111,0,0
WAM_RABI25_00598,GRW_00788,2025-10-06,unknown,Tilt 250 EC,Karnataka,Vijayapura,TER_0227,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,2.73,41,1.0,0.2846153846153846,1.0,0.4864864864864865,0,0
WAM_RABI25_00599,GRW_00789,2026-03-01,barley,Tilt 250 EC,Uttar Pradesh,Agra,TER_0409,0.0,0.0,0,0,0,0.0,9.0,0.0,0,2,1.63,52,1.0,0.5230769230769231,1.0,0.35294117647058826,0,0
WAM_RABI25_00600,GRW_00791,2026-01-02,unknown,Tilt 250 EC,Madhya Pradesh,Ujjain,TER_0285,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,3.67,42,0.0,0.7384615384615385,0.0,0.3125,1,0
WAM_RABI25_00601,GRW_00793,2025-12-11,chickpea,Actara 25 WG,Gujarat,Rajkot,TER_0189,0.0,0.0,0,0,0,0.0,80.0,0.0,0,2,2.24,24,1.0,0.46153846153846156,1.0,0.3,0,0
WAM_RABI25_00602,GRW_00795,2025-12-22,mustard,Score 250 EC,Uttar Pradesh,Agra,TER_0343,0.0,0.0,0,0,0,29.0,55.0,0.0,0,2,1.13,35,1.0,0.5615384615384615,1.0,0.3150684931506849,1,1
WAM_RABI25_00603,GRW_00797,2026-01-06,wheat,Tilt 250 EC,Haryana,Rohtak,TER_0363,0.0,0.0,0,0,0,45.0,73.0,9.0,0,2,0.88,66,1.0,0.4153846153846154,1.0,0.3148148148148148,0,0
WAM_RABI25_00604,GRW_00798,2025-11-22,chickpea,Actara 25 WG,Madhya Pradesh,Indore,TER_0353,0.0,0.0,0,0,0,0.0,99.0,0.0,0,2,0.7,57,1.0,0.34615384615384615,1.0,0.28888888888888886,0,0
WAM_RABI25_00605,GRW_00800,2025-11-23,wheat,Tilt 250 EC,Bihar,Muzaffarpur,TER_0325,0.0,0.0,0,0,0,89.0,117.0,53.0,0,2,0.98,30,1.0,0.49230769230769234,1.0,0.3125,1,1
WAM_RABI25_00606,GRW_00801,2025-11-29,chickpea,Actara 25 WG,Haryana,Rohtak,TER_0297,0.0,0.0,0,0,0,0.0,92.0,0.0,0,2,3.28,61,1.0,0.38461538461538464,1.0,0.34,0,0
WAM_RABI25_00607,GRW_00806,2025-12-13,mustard,Score 250 EC,Gujarat,Rajkot,TER_0453,0.0,0.0,0,0,1,38.0,64.0,0.0,0,2,2.52,34,1.0,0.38461538461538464,1.0,0.36,1,1
WAM_RABI25_00608,GRW_00807,2025-10-22,unknown,Tilt 250 EC,Gujarat,Rajkot,TER_0090,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,1.64,28,1.0,0.46153846153846156,1.0,0.38333333333333336,0,0
WAM_RABI25_00609,GRW_00808,2025-12-24,unknown,Tilt 250 EC,Punjab,Amritsar,TER_0461,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,0.85,66,1.0,0.7230769230769231,1.0,0.35106382978723405,0,0
WAM_RABI25_00610,GRW_00809,2026-02-26,wheat,Tilt 250 EC,Uttar Pradesh,Lucknow,TER_0138,0.0,0.0,0,0,0,-6.0,22.0,-42.0,0,2,1.53,69,1.0,0.43846153846153846,1.0,0.2807017543859649,0,0
WAM_RABI25_00611,GRW_00810,2025-10-15,unknown,Tilt 250 EC,Karnataka,Kalaburagi,TER_0382,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,0.43,48,1.0,0.3384615384615385,1.0,0.25,0,0
WAM_RABI25_00612,GRW_00811,2025-11-16,wheat,Tilt 250 EC,Karnataka,Vijayapura,TER_0062,0.0,0.0,0,0,0,96.0,124.0,60.0,0,2,0.43,63,1.0,0.5538461538461539,1.0,0.3055555555555556,1,0
WAM_RABI25_00613,GRW_00812,2025-11-26,potato,Kavach 75 WP,Uttar Pradesh,Kanpur Nagar,TER_0009,0.0,0.0,0,0,0,0.0,55.0,0.0,0,2,0.86,45,1.0,0.4076923076923077,1.0,0.3018867924528302,0,0
